pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,mass
-2.02349e-24,-2.04553e-24,1.14114e-25,-3.38204e-27,-3.41887e-27,1.90728e-28,1.98847e+30
3.65251e+46,1.1521e+47,6.05908e+45,6.08245e+43,1.91858e+44,1.00901e+43,3.30101e+23
7.46367e+47,2.33799e+46,-4.27607e+46,1.24291e+45,3.8934e+43,-7.12084e+43,4.86732e+24
8.24408e+46,-4.86417e+47,2.24711e+44,1.37287e+44,-8.1002e+44,3.74206e+41,5.97219e+24
-2.64192e+46,4.01824e+44,6.5778e+44,-4.39954e+43,6.69149e+41,1.09539e+42,6.41693e+23
-5.22291e+48,-4.41768e+48,9.36035e+46,-8.6976e+45,-7.35667e+45,1.55876e+44,1.89813e+27
-4.11058e+47,-3.54851e+47,1.00755e+46,-6.84526e+44,-5.90927e+44,1.67785e+43,5.68319e+26
-9.86269e+45,1.14087e+46,8.24568e+43,-1.64241e+43,1.89986e+43,1.37314e+41,8.68101e+25
-1.82903e+46,6.80521e+45,8.35486e+45,-3.04585e+43,1.13326e+43,1.39132e+43,1.0241e+26
1.08076e+43,-3.64013e+42,-2.10394e+42,1.79977e+40,-6.06183e+39,-3.50365e+39,9.47e+20
2.40531e+41,-3.11899e+43,-5.17103e+43,4.00551e+38,-5.19399e+40,-8.61122e+40,1.30293e+22
-1.28372e+41,-4.4679e+40,3.7897e+40,-2.13775e+38,-7.44031e+37,6.31091e+37,1.6716e+22
1.08097e+41,1.2033e+40,-5.26159e+40,1.80012e+38,2.00383e+37,-8.76202e+37,4.006e+21
7.88445e+40,-2.07693e+40,-4.50835e+40,1.31298e+38,-3.45867e+37,-7.50767e+37,3.1e+21
-1.69005e+40,1.06375e+40,1.86871e+39,-2.8144e+37,1.77144e+37,3.11193e+36,1.75e+21
2.26917e+40,5.39035e+40,-6.98192e+39,3.77881e+37,8.97644e+37,-1.16268e+37,1.4e+21
-7.8476e+39,-8.09131e+39,2.35475e+39,-1.30684e+37,-1.34743e+37,3.92132e+36,1.194e+21
1.67745e+40,-1.3702e+40,6.42077e+39,2.79341e+37,-2.28176e+37,1.06924e+37,6.348e+20
-1.82802e+40,7.32486e+39,-7.41546e+39,-3.04416e+37,1.21979e+37,-1.23488e+37,4.922e+20
1.05464e+45,-5.97729e+45,-1.48473e+42,1.75627e+42,-9.95385e+42,-2.4725e+39,7.34581e+22
-4.37221e+38,6.59117e+36,1.08905e+37,-7.28094e+35,1.09761e+34,1.81357e+34,1.06192e+16
-5.93312e+37,8.94215e+35,1.47442e+36,-9.8803e+34,1.48912e+33,2.45531e+33,1.44069e+15
-2.45607e+44,-1.64606e+44,5.9756e+42,-4.09005e+41,-2.74115e+41,9.95104e+39,8.92968e+22
-1.34464e+44,-1.03224e+44,2.76152e+42,-2.2392e+41,-1.71897e+41,4.59871e+39,4.79859e+22
-3.85702e+44,-2.82514e+44,9.94176e+42,-6.42302e+41,-4.70465e+41,1.65558e+40,1.48148e+23
-2.7889e+44,-2.05073e+44,7.05459e+42,-4.6443e+41,-3.41504e+41,1.17479e+40,1.07566e+23
-6.42301e+39,-4.70996e+39,1.63248e+38,-1.06961e+37,-7.84339e+36,2.71853e+35,2.46564e+18
-5.83684e+39,-4.40258e+39,1.0246e+38,-9.71997e+36,-7.33152e+36,1.70624e+35,2.27069e+18
-2.31908e+39,-1.69563e+39,4.29203e+37,-3.86192e+36,-2.8237e+36,7.14742e+34,8.69228e+17
-8.21586e+38,-5.70791e+38,3.91646e+36,-1.36817e+36,-9.50527e+35,6.52199e+33,2.99734e+17
-1.94221e+38,-1.54185e+38,3.66394e+36,-3.23432e+35,-2.5676e+35,6.10149e+33,7.49334e+16
-1.6044e+38,-1.16389e+38,3.87147e+36,-2.67177e+35,-1.9382e+35,6.44708e+33,6.29441e+16
-3.70332e+38,-2.64774e+38,1.35189e+37,-6.16706e+35,-4.40922e+35,2.25128e+34,1.31883e+17
-7.32004e+37,-5.50468e+37,2.89476e+36,-1.21899e+35,-9.16683e+34,4.82058e+33,2.99734e+16
-2.81399e+37,-2.01488e+37,4.96461e+35,-4.68608e+34,-3.35534e+34,8.26747e+32,1.09403e+16
-1.17785e+39,-8.63126e+38,2.99772e+37,-1.96145e+36,-1.43735e+36,4.99205e+34,4.51704e+17
-5.42795e+36,-3.97845e+36,1.38034e+35,-9.03904e+33,-6.62524e+33,2.29865e+32,2.08262e+15
-9.76942e+37,-7.1608e+37,2.48542e+36,-1.62688e+35,-1.19247e+35,4.13892e+33,3.74722e+16
-2.20034e+36,-1.72598e+36,2.45175e+34,-3.66417e+33,-2.87424e+33,4.08284e+31,8.69228e+14
-1.78191e+36,-1.29055e+36,3.53028e+34,-2.96738e+33,-2.14913e+33,5.8789e+31,6.89388e+14
-5.79283e+35,-4.40594e+35,3.31247e+32,-9.64668e+32,-7.33712e+32,5.51619e+29,2.09814e+14
-4.37148e+35,-2.97497e+35,1.19058e+34,-7.27973e+32,-4.95416e+32,1.98265e+31,1.64854e+14
-1.8657e+35,-1.32923e+35,3.09628e+33,-3.10691e+32,-2.21354e+32,5.15618e+30,7.49334e+13
-2.92208e+35,-2.19474e+35,9.79104e+33,-4.86608e+32,-3.65486e+32,1.63048e+31,1.19894e+14
-5.16933e+35,-3.51047e+35,7.31483e+33,-8.60838e+32,-5.84592e+32,1.21812e+31,1.94827e+14
-4.90889e+35,-3.45686e+35,2.27038e+34,-8.17468e+32,-5.75664e+32,3.78082e+31,1.94827e+14
-1.09601e+35,-8.38263e+34,4.0086e+33,-1.82516e+32,-1.39594e+32,6.67544e+30,4.49600e+13
-2.09959e+35,-1.50727e+35,7.69782e+33,-3.4964e+32,-2.51003e+32,1.2819e+31,7.49334e+13
-1.14881e+36,-7.92237e+35,4.3602e+34,-1.91309e+33,-1.3193e+33,7.26095e+31,4.34614e+14
-2.16315e+35,-1.63213e+35,7.89998e+33,-3.60225e+32,-2.71796e+32,1.31557e+31,8.99201e+13
-2.45814e+35,-1.68661e+35,1.01214e+34,-4.09349e+32,-2.80868e+32,1.6855e+31,8.99201e+13
-2.49252e+35,-1.76501e+35,1.19187e+33,-4.15074e+32,-2.93923e+32,1.9848e+30,8.99201e+13
-1.15457e+35,-9.13962e+34,3.95388e+33,-1.92268e+32,-1.522e+32,6.5843e+30,4.49600e+13
-1.20288e+35,-9.17215e+34,8.48695e+32,-2.00314e+32,-1.52742e+32,1.41331e+30,4.49600e+13
-1.17623e+35,-8.30045e+34,4.39801e+33,-1.95875e+32,-1.38226e+32,7.32391e+30,4.49600e+13
-4.11733e+34,-2.94203e+34,1.03635e+33,-6.8565e+31,-4.8993e+31,1.72581e+30,1.49867e+13
-3.98603e+34,-3.08162e+34,1.82963e+32,-6.63784e+31,-5.13176e+31,3.04684e+29,1.49867e+13
-4.23499e+34,-3.01159e+34,1.95833e+33,-7.05244e+31,-5.01514e+31,3.26117e+30,1.49867e+13
-4.02964e+34,-3.12729e+34,1.49526e+33,-6.71048e+31,-5.2078e+31,2.49003e+30,1.49867e+13
-4.20603e+34,-2.92172e+34,5.68912e+32,-7.00421e+31,-4.86547e+31,9.47397e+29,1.49867e+13
-1.24715e+35,-8.55831e+34,8.33357e+32,-2.07685e+32,-1.4252e+32,1.38777e+30,4.49600e+13
-3.72796e+34,-2.88144e+34,1.78037e+33,-6.20809e+31,-4.79839e+31,2.96482e+30,1.49867e+13
-2.4839e+35,-1.65733e+35,1.08313e+34,-4.13638e+32,-2.75992e+32,1.80371e+31,8.99201e+13
-3.86553e+34,-2.69418e+34,1.1952e+33,-6.43719e+31,-4.48656e+31,1.99035e+30,1.49867e+13
-1.1357e+35,-8.75648e+34,3.65796e+33,-1.89126e+32,-1.4582e+32,6.09153e+30,4.49600e+13
-3.9797e+34,-2.75157e+34,6.59372e+32,-6.62731e+31,-4.58214e+31,1.09804e+30,1.49867e+13
-2.24009e+35,-1.71316e+35,5.44864e+33,-3.73037e+32,-2.85289e+32,9.0735e+30,8.99201e+13
-1.14421e+35,-8.57599e+34,1.05505e+33,-1.90542e+32,-1.42814e+32,1.75696e+30,4.49600e+13
-2.16807e+35,-1.62453e+35,4.03226e+33,-3.61045e+32,-2.70529e+32,6.71483e+30,8.99201e+13
-4.17445e+34,-2.85927e+34,1.52744e+33,-6.95162e+31,-4.76148e+31,2.54362e+30,1.49867e+13
-3.83837e+34,-2.97236e+34,1.28631e+33,-6.39196e+31,-4.9498e+31,2.14207e+30,1.49867e+13
-4.01159e+34,-3.12407e+34,5.93508e+32,-6.68042e+31,-5.20244e+31,9.88356e+29,1.49867e+13
-1.40082e+34,-1.03104e+34,2.42645e+32,-2.33275e+31,-1.71697e+31,4.04071e+29,5.52e+12
-1.4208e+34,-1.0939e+34,2.91315e+32,-2.36603e+31,-1.82164e+31,4.8512e+29,5.52e+12
-7.09897e+33,-5.47672e+33,3.62642e+31,-1.18218e+31,-9.12026e+30,6.039e+28,2.76e+12
-7.43293e+33,-5.53324e+33,1.34791e+32,-1.23779e+31,-9.21438e+30,2.24464e+29,2.76e+12
-3.52734e+33,-2.50019e+33,3.53394e+31,-5.874e+30,-4.16351e+30,5.88499e+28,1.38e+12
-1.12026e+34,-8.07783e+33,3.04573e+32,-1.86555e+31,-1.34518e+31,5.07199e+29,4.14e+12
-1.09024e+34,-7.73821e+33,3.01424e+32,-1.81556e+31,-1.28863e+31,5.01954e+29,4.14e+12
-2.79006e+40,-2.25279e+40,2.88749e+38,-4.64623e+37,-3.75153e+37,4.80848e+35,3.75095e+19
-7.66346e+40,-6.57702e+40,8.89041e+38,-1.27618e+38,-1.09526e+38,1.4805e+36,1.08032e+20
-4.18921e+41,-4.0541e+41,1.88563e+40,-6.9762e+38,-6.7512e+38,3.1401e+37,6.17498e+20
-7.50754e+41,-6.84413e+41,1.51331e+40,-1.25022e+39,-1.13974e+39,2.52008e+37,1.09549e+21
