pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,mass
-2.36171e-24,-2.38742e-24,1.33187e-25,-3.38221e-27,-3.41904e-27,1.90737e-28,1.98847e+30
4.26075e+46,1.34396e+47,7.06809e+45,6.08245e+43,1.91858e+44,1.00901e+43,3.30101e+23
8.70657e+47,2.72733e+46,-4.98815e+46,1.24291e+45,3.8934e+43,-7.12084e+43,4.86732e+24
9.61695e+46,-5.67419e+47,2.62131e+44,1.37287e+44,-8.1002e+44,3.74206e+41,5.97219e+24
-3.08188e+46,4.68739e+44,7.67318e+44,-4.39954e+43,6.69149e+41,1.09539e+42,6.41693e+23
-6.09267e+48,-5.15335e+48,1.09191e+47,-8.6976e+45,-7.35667e+45,1.55876e+44,1.89813e+27
-4.7951e+47,-4.13944e+47,1.17534e+46,-6.84526e+44,-5.90927e+44,1.67785e+43,5.68319e+26
-1.15051e+46,1.33085e+46,9.61882e+43,-1.64241e+43,1.89986e+43,1.37314e+41,8.68101e+25
-2.13362e+46,7.93847e+45,9.74617e+45,-3.04585e+43,1.13326e+43,1.39132e+43,1.0241e+26
1.26074e+43,-4.24631e+42,-2.45431e+42,1.79977e+40,-6.06183e+39,-3.50365e+39,9.47e+20
2.80586e+41,-3.63839e+43,-6.03216e+43,4.00551e+38,-5.19399e+40,-8.61122e+40,1.30293e+22
-1.4975e+41,-5.21194e+40,4.42079e+40,-2.13775e+38,-7.44031e+37,6.31091e+37,1.6716e+22
1.26099e+41,1.40368e+40,-6.1378e+40,1.80012e+38,2.00383e+37,-8.76202e+37,4.006e+21
9.19743e+40,-2.4228e+40,-5.25912e+40,1.31298e+38,-3.45867e+37,-7.50767e+37,3.1e+21
-1.97149e+40,1.24089e+40,2.17991e+39,-2.8144e+37,1.77144e+37,3.11193e+36,1.75e+21
2.64706e+40,6.288e+40,-8.14461e+39,3.77881e+37,8.97644e+37,-1.16268e+37,1.4e+21
-9.15444e+39,-9.43874e+39,2.74688e+39,-1.30684e+37,-1.34743e+37,3.92132e+36,1.194e+21
1.95679e+40,-1.59837e+40,7.49e+39,2.79341e+37,-2.28176e+37,1.06924e+37,6.348e+20
-2.13243e+40,8.54465e+39,-8.65034e+39,-3.04416e+37,1.21979e+37,-1.23488e+37,4.922e+20
1.23027e+45,-6.97267e+45,-1.73198e+42,1.75627e+42,-9.95385e+42,-2.4725e+39,7.34581e+22
-5.1003e+38,7.68878e+36,1.2704e+37,-7.28094e+35,1.09761e+34,1.81357e+34,1.06192e+16
-6.92115e+37,1.04313e+36,1.71995e+36,-9.8803e+34,1.48912e+33,2.45531e+33,1.44069e+15
-2.86508e+44,-1.92017e+44,6.9707e+42,-4.09005e+41,-2.74115e+41,9.95104e+39,8.92968e+22
-1.56856e+44,-1.20414e+44,3.22139e+42,-2.2392e+41,-1.71897e+41,4.59871e+39,4.79859e+22
-4.49932e+44,-3.29561e+44,1.15973e+43,-6.42302e+41,-4.70465e+41,1.65558e+40,1.48148e+23
-3.25333e+44,-2.39224e+44,8.22938e+42,-4.6443e+41,-3.41504e+41,1.17479e+40,1.07566e+23
-7.49261e+39,-5.4943e+39,1.90433e+38,-1.06961e+37,-7.84339e+36,2.71853e+35,2.46564e+18
-6.80884e+39,-5.13573e+39,1.19522e+38,-9.71997e+36,-7.33152e+36,1.70624e+35,2.27069e+18
-2.70527e+39,-1.978e+39,5.00677e+37,-3.86192e+36,-2.8237e+36,7.14742e+34,8.69228e+17
-9.58403e+38,-6.65844e+38,4.56866e+36,-1.36817e+36,-9.50527e+35,6.52199e+33,2.99734e+17
-2.26564e+38,-1.79861e+38,4.27409e+36,-3.23432e+35,-2.5676e+35,6.10149e+33,7.49334e+16
-1.87158e+38,-1.35771e+38,4.51618e+36,-2.67177e+35,-1.9382e+35,6.44708e+33,6.29441e+16
-4.32002e+38,-3.08866e+38,1.57702e+37,-6.16706e+35,-4.40922e+35,2.25128e+34,1.31883e+17
-8.53903e+37,-6.42136e+37,3.37681e+36,-1.21899e+35,-9.16683e+34,4.82058e+33,2.99734e+16
-3.2826e+37,-2.35041e+37,5.79136e+35,-4.68608e+34,-3.35534e+34,8.26747e+32,1.09403e+16
-1.374e+39,-1.00686e+39,3.49693e+37,-1.96145e+36,-1.43735e+36,4.99205e+34,4.51704e+17
-6.33185e+36,-4.64098e+36,1.6102e+35,-9.03904e+33,-6.62524e+33,2.29865e+32,2.08262e+15
-1.13963e+38,-8.35327e+37,2.89932e+36,-1.62688e+35,-1.19247e+35,4.13892e+33,3.74722e+16
-2.56675e+36,-2.0134e+36,2.86003e+34,-3.66417e+33,-2.87424e+33,4.08284e+31,8.69228e+14
-2.07865e+36,-1.50546e+36,4.11817e+34,-2.96738e+33,-2.14913e+33,5.8789e+31,6.89388e+14
-6.7575e+35,-5.13965e+35,3.86409e+32,-9.64668e+32,-7.33712e+32,5.51619e+29,2.09814e+14
-5.09945e+35,-3.47039e+35,1.38885e+34,-7.27973e+32,-4.95416e+32,1.98265e+31,1.64854e+14
-2.17639e+35,-1.55059e+35,3.6119e+33,-3.10691e+32,-2.21354e+32,5.15618e+30,7.49334e+13
-3.40869e+35,-2.56023e+35,1.14215e+34,-4.86608e+32,-3.65486e+32,1.63048e+31,1.19894e+14
-6.03017e+35,-4.09507e+35,8.53296e+33,-8.60838e+32,-5.84592e+32,1.21812e+31,1.94827e+14
-5.72636e+35,-4.03253e+35,2.64846e+34,-8.17468e+32,-5.75664e+32,3.78082e+31,1.94827e+14
-1.27852e+35,-9.77857e+34,4.67614e+33,-1.82516e+32,-1.39594e+32,6.67544e+30,4.49600e+13
-2.44923e+35,-1.75827e+35,8.97972e+33,-3.4964e+32,-2.51003e+32,1.2819e+31,7.49334e+13
-1.34012e+36,-9.24167e+35,5.0863e+34,-1.91309e+33,-1.3193e+33,7.26095e+31,4.34614e+14
-2.52337e+35,-1.90393e+35,9.21555e+33,-3.60225e+32,-2.71796e+32,1.31557e+31,8.99201e+13
-2.86749e+35,-1.96748e+35,1.18069e+34,-4.09349e+32,-2.80868e+32,1.6855e+31,8.99201e+13
-2.90759e+35,-2.05893e+35,1.39035e+33,-4.15074e+32,-2.93923e+32,1.9848e+30,8.99201e+13
-1.34684e+35,-1.06616e+35,4.61231e+33,-1.92268e+32,-1.522e+32,6.5843e+30,4.49600e+13
-1.4032e+35,-1.06996e+35,9.90026e+32,-2.00314e+32,-1.52742e+32,1.41331e+30,4.49600e+13
-1.3721e+35,-9.6827e+34,5.1304e+33,-1.95875e+32,-1.38226e+32,7.32391e+30,4.49600e+13
-4.80298e+34,-3.43196e+34,1.20893e+33,-6.8565e+31,-4.8993e+31,1.72581e+30,1.49867e+13
-4.64981e+34,-3.5948e+34,2.13431e+32,-6.63784e+31,-5.13176e+31,3.04684e+29,1.49867e+13
-4.94024e+34,-3.5131e+34,2.28445e+33,-7.05244e+31,-5.01514e+31,3.26117e+30,1.49867e+13
-4.70069e+34,-3.64807e+34,1.74427e+33,-6.71048e+31,-5.2078e+31,2.49003e+30,1.49867e+13
-4.90645e+34,-3.40827e+34,6.63651e+32,-7.00421e+31,-4.86547e+31,9.47397e+29,1.49867e+13
-1.45483e+35,-9.98351e+34,9.72134e+32,-2.07685e+32,-1.4252e+32,1.38777e+30,4.49600e+13
-4.34876e+34,-3.36128e+34,2.07685e+33,-6.20809e+31,-4.79839e+31,2.96482e+30,1.49867e+13
-2.89754e+35,-1.93332e+35,1.2635e+34,-4.13638e+32,-2.75992e+32,1.80371e+31,8.99201e+13
-4.50925e+34,-3.14284e+34,1.39424e+33,-6.43719e+31,-4.48656e+31,1.99035e+30,1.49867e+13
-1.32483e+35,-1.02147e+35,4.26712e+33,-1.89126e+32,-1.4582e+32,6.09153e+30,4.49600e+13
-4.64243e+34,-3.20979e+34,7.69176e+32,-6.62731e+31,-4.58214e+31,1.09804e+30,1.49867e+13
-2.61313e+35,-1.99845e+35,6.35599e+33,-3.73037e+32,-2.85289e+32,9.0735e+30,8.99201e+13
-1.33475e+35,-1.00041e+35,1.23075e+33,-1.90542e+32,-1.42814e+32,1.75696e+30,4.49600e+13
-2.52912e+35,-1.89505e+35,4.70374e+33,-3.61045e+32,-2.70529e+32,6.71483e+30,8.99201e+13
-4.86961e+34,-3.33542e+34,1.7818e+33,-6.95162e+31,-4.76148e+31,2.54362e+30,1.49867e+13
-4.47756e+34,-3.46734e+34,1.50052e+33,-6.39196e+31,-4.9498e+31,2.14207e+30,1.49867e+13
-4.67964e+34,-3.64431e+34,6.92344e+32,-6.68042e+31,-5.20244e+31,9.88356e+29,1.49867e+13
-1.63409e+34,-1.20274e+34,2.83052e+32,-2.33275e+31,-1.71697e+31,4.04071e+29,5.52e+12
-1.65741e+34,-1.27606e+34,3.39827e+32,-2.36603e+31,-1.82164e+31,4.8512e+29,5.52e+12
-8.28114e+33,-6.38874e+33,4.23032e+31,-1.18218e+31,-9.12026e+30,6.039e+28,2.76e+12
